date,balance,total_value,positions,avg_prices
2020-04-09,99938.9711857872,99998.94003115463,{'GOOGL': 1},{'GOOGL': 60.02881421279906}
2020-04-13,99877.75132760238,99998.07072457504,{'GOOGL': 2},{'GOOGL': 60.12433619880676}
2020-04-14,99813.80408197403,100002.4571657753,{'GOOGL': 3},{'GOOGL': 61.06530600865682}
2020-04-15,99687.69864802933,100000.14978175735,{'GOOGL': 5},{'GOOGL': 61.66027039413452}
2020-04-16,99561.58029224015,99999.0570607338,{'GOOGL': 7},{'GOOGL': 61.91710110855102}
2020-04-17,99433.31564252092,100005.43444745256,{'GOOGL': 9},{'GOOGL': 62.29826194212171}
2020-04-20,99306.82712781907,99996.32446134568,{'GOOGL': 11},{'GOOGL': 62.37935201644896}
2020-04-21,99245.52019992447,99968.48037448502,{'GOOGL': 12},{'GOOGL': 62.20665000629424}
2020-04-22,99181.9122558136,99995.00243907166,{'GOOGL': 13},{'GOOGL': 62.23751878356932}
2020-04-23,99117.6694879074,100002.1837243576,{'GOOGL': 14},{'GOOGL': 62.30932229232787}
2020-04-24,99053.15656409836,100004.89867911911,{'GOOGL': 15},{'GOOGL': 62.38956239344278}
2020-04-27,98988.92921916199,99999.55611125183,{'GOOGL': 16},{'GOOGL': 62.44192380237578}
2020-04-28,98926.60586447906,99968.0614385147,{'GOOGL': 17},{'GOOGL': 62.376125618878525}
2020-04-29,98858.83023221587,100059.59085233306,{'GOOGL': 18},{'GOOGL': 62.620542654673244}
2020-04-30,98790.82972778319,100062.5675741577,{'GOOGL': 19},{'GOOGL': 62.851066958778766}
2020-05-01,98724.29092681884,100033.75747955321,{'GOOGL': 20},{'GOOGL': 62.9854536590576}
2020-05-04,98657.47450476073,100038.23860388182,{'GOOGL': 21},{'GOOGL': 63.120261678059876}
2020-05-05,98589.35857434843,100064.43396802519,{'GOOGL': 22},{'GOOGL': 63.30188298416136}
2020-05-06,98521.42124337767,100059.44183511351,{'GOOGL': 23},{'GOOGL': 63.45994594010062}
2020-05-07,98452.29734799956,100085.63749692534,{'GOOGL': 24},{'GOOGL': 63.65427716668446}
2020-05-08,98382.42418420408,100102.53317010496,{'GOOGL': 25},{'GOOGL': 63.86303263183592}
2020-05-11,98311.59330706022,100125.38232378385,{'GOOGL': 26},{'GOOGL': 64.09256511306761}
2020-05-12,98242.1758750305,100087.60111459349,{'GOOGL': 27},{'GOOGL': 64.25274536924006}
2020-05-13,98174.09427304076,100050.50272030638,{'GOOGL': 28},{'GOOGL': 64.35377596282956}
2020-05-14,98105.58828926847,100061.30610085295,{'GOOGL': 29},{'GOOGL': 64.46247278384502}
2020-05-15,98036.27633217619,100083.58773354338,{'GOOGL': 30},{'GOOGL': 64.59078892745968}
2020-05-18,97966.36138622282,100100.59048168181,{'GOOGL': 31},{'GOOGL': 64.73027786377935}
2020-05-22,97895.05040756987,100142.75402085112,{'GOOGL': 32},{'GOOGL': 64.90467476344107}
2020-05-26,97823.3349415817,100154.61404009245,{'GOOGL': 33},{'GOOGL': 65.08075934600829}
