date,balance,total_value,positions,avg_prices
2020-04-09,99933.98467884064,99998.93504962922,{'AAPL': 1},{'AAPL': 65.01532115936278}
2020-04-13,99866.69325680543,99999.14365048219,{'AAPL': 2},{'AAPL': 65.65337159729003}
2020-04-14,99726.41457563783,100004.69365888978,{'AAPL': 4},{'AAPL': 67.64635609054565}
2020-04-15,99587.40710765077,100001.01590281678,{'AAPL': 6},{'AAPL': 68.09881539154053}
2020-04-16,99447.30308522035,100003.16331471254,{'AAPL': 8},{'AAPL': 68.46211434745788}
2020-04-17,99309.08650743104,99994.48399888612,{'AAPL': 10},{'AAPL': 68.49134925689697}
2020-04-20,99173.71806607056,99979.12330899049,{'AAPL': 12},{'AAPL': 68.27349449412027}
2020-04-21,99042.50300489808,99953.09783827211,{'AAPL': 14},{'AAPL': 67.82121393585204}
2020-04-22,98974.52016490174,99978.25902598572,{'AAPL': 15},{'AAPL': 67.76532233988443}
2020-04-23,98906.7969302597,99973.30217928314,{'AAPL': 16},{'AAPL': 67.70019185876846}
2020-04-24,98837.14740143585,100003.02351532746,{'AAPL': 17},{'AAPL': 67.75603520965576}
2020-04-27,98767.449354599,100002.7788681488,{'AAPL': 18},{'AAPL': 67.8083691889445}
2020-04-28,98698.86486222077,99981.68739487458,{'AAPL': 19},{'AAPL': 67.79658619890715}
2020-04-29,98628.06054664613,100022.75216651917,{'AAPL': 20},{'AAPL': 67.89697266769409}
2020-04-30,98555.78363720705,100051.10341564943,{'AAPL': 21},{'AAPL': 68.0579220377604}
2020-05-01,98484.65422879792,100025.95990811921,{'AAPL': 22},{'AAPL': 68.15208050918578}
2020-05-04,98412.5325647812,100046.69667305757,{'AAPL': 23},{'AAPL': 68.28119283560046}
2020-05-05,98339.3434510193,100070.15137338259,{'AAPL': 24},{'AAPL': 68.44402287419635}
2020-05-06,98265.40954413607,100086.93569007113,{'AAPL': 25},{'AAPL': 68.6236182345581}
2020-05-07,98190.7211451111,100104.7055353699,{'AAPL': 26},{'AAPL': 68.81841749572753}
2020-05-08,98114.27882717135,100149.18650386813,{'AAPL': 27},{'AAPL': 69.06374714180275}
2020-05-11,97960.01997801974,100180.05325743869,{'AAPL': 29},{'AAPL': 69.58551799932019}
2020-05-12,97807.51261920932,100153.53066272738,{'AAPL': 31},{'AAPL': 69.98346389647452}
2020-05-13,97656.83457201388,100124.05513018038,{'AAPL': 33},{'AAPL': 70.27774024200438}
2020-05-14,97505.23696604159,100138.06224527743,{'AAPL': 35},{'AAPL': 70.56465811309813}
2020-05-15,97354.52974541475,100121.3465102463,{'AAPL': 37},{'AAPL': 70.79649336716935}
2020-05-18,97276.91247898103,100185.46005588533,{'AAPL': 38},{'AAPL': 70.94967160576269}
