date,balance,total_value,positions,avg_prices
2020-02-25,99929.11076835632,99998.93018058776,{'AAPL': 1},{'AAPL': 69.88923164367675}
2020-02-26,99857.11281649016,99998.96686617278,{'AAPL': 2},{'AAPL': 70.44359175491331}
2020-02-27,99723.3989669113,99988.5615035324,{'AAPL': 4},{'AAPL': 68.40025827217102}
2020-02-28,99589.76274004363,99987.27390947723,{'AAPL': 6},{'AAPL': 67.70620999272664}
2020-03-02,99443.7779648056,100023.13770601654,{'AAPL': 8},{'AAPL': 68.90275439929961}
2020-03-03,99302.39784149933,100003.59725861359,{'AAPL': 10},{'AAPL': 69.16021585006713}
2020-03-04,99154.50623885346,100034.97538558197,{'AAPL': 12},{'AAPL': 69.87448009554544}
2020-03-05,99082.44279187013,100005.34470074464,{'AAPL': 13},{'AAPL': 69.96593908691405}
2020-03-06,99011.32309775543,99992.01812033844,{'AAPL': 14},{'AAPL': 69.97692158889768}
2020-03-09,98945.74930349732,99913.38857809448,{'AAPL': 15},{'AAPL': 69.61671310017901}
2020-03-10,98875.52479841614,99982.01039411926,{'AAPL': 16},{'AAPL': 69.59220009899138}
2020-03-11,98740.88421125793,99942.44793196105,{'AAPL': 18},{'AAPL': 69.28421048567029}
2020-03-12,98619.44123387909,99822.6677811203,{'AAPL': 20},{'AAPL': 68.37793830604552}
2020-03-13,98483.56821434783,99965.68930809783,{'AAPL': 22},{'AAPL': 68.29235389328002}
2020-03-16,98365.04618478393,99773.90168405151,{'AAPL': 24},{'AAPL': 67.49807563400267}
2020-03-17,98241.35669281006,99834.72671844483,{'AAPL': 26},{'AAPL': 67.0247425842285}
2020-03-18,98120.67064378357,99794.6013993988,{'AAPL': 28},{'AAPL': 66.51176272201538}
2020-03-19,98000.90164095306,99780.65692812347,{'AAPL': 30},{'AAPL': 66.0366119682312}
2020-03-20,97888.67276348876,99666.5569187622,{'AAPL': 32},{'AAPL': 65.38522614097594}
2020-03-23,97778.80684996033,99627.67850828552,{'AAPL': 34},{'AAPL': 64.74097500116685}
2020-03-24,97658.0189001236,99812.04796811676,{'AAPL': 36},{'AAPL': 64.47169721878899}
2020-03-25,97537.8908349762,99799.06290071107,{'AAPL': 38},{'AAPL': 64.21339907957378}
2020-03-26,97411.49388819124,99916.9273903885,{'AAPL': 40},{'AAPL': 64.13765279521942}
2020-03-27,97290.28865900423,99812.07668390658,{'AAPL': 42},{'AAPL': 63.94550811894735}
2020-03-30,97227.47084902575,99882.98116778185,{'AAPL': 43},{'AAPL': 63.896026766843576}
2020-04-09,97291.35626944354,100019.27184256366,{'AAPL': 42},{'AAPL': 63.896026766843576}
2020-04-13,97356.51524108509,100071.74831145862,{'AAPL': 41},{'AAPL': 63.896026766843576}
2020-04-14,97494.51564316943,100207.73670487598,{'AAPL': 39},{'AAPL': 63.896026766843576}
2020-04-15,97631.24737195972,100181.83494215015,{'AAPL': 37},{'AAPL': 63.896026766843576}
2020-04-16,97769.0734642754,100200.96196830372,{'AAPL': 35},{'AAPL': 63.896026766843576}
2020-04-17,97905.01588306812,100166.82760486988,{'AAPL': 33},{'AAPL': 63.896026766843576}
2020-04-20,98038.11585601428,100118.74606689074,{'AAPL': 31},{'AAPL': 63.896026766843576}
2020-04-21,98167.07074723438,100053.30290208057,{'AAPL': 29},{'AAPL': 63.896026766843576}
2020-04-22,98232.91975538257,100106.565629406,{'AAPL': 28},{'AAPL': 63.896026766843576}
2020-04-23,98298.50967686846,100098.23728459551,{'AAPL': 27},{'AAPL': 63.896026766843576}
2020-04-24,98366.02204379656,100149.12668857195,{'AAPL': 26},{'AAPL': 63.896026766843576}
2020-04-27,98433.58283179857,100149.31826728441,{'AAPL': 25},{'AAPL': 63.896026766843576}
2020-04-28,98500.03229022601,100120.43969989398,{'AAPL': 24},{'AAPL': 63.896026766843576}
2020-04-29,98568.69713663867,100172.59249949268,{'AAPL': 23},{'AAPL': 63.896026766843576}
2020-04-30,98638.83163467029,100205.35711684803,{'AAPL': 22},{'AAPL': 63.896026766843576}
2020-05-01,98707.82092438129,100179.06725464252,{'AAPL': 21},{'AAPL': 63.896026766843576}
2020-05-04,98777.8004871712,100198.81275523761,{'AAPL': 20},{'AAPL': 63.896026766843576}
2020-05-05,98848.84536693958,100219.06830547718,{'AAPL': 19},{'AAPL': 63.896026766843576}
2020-05-06,98920.63355173115,100232.1323768044,{'AAPL': 18},{'AAPL': 63.896026766843576}
2020-05-07,98993.17472118764,100244.62605327992,{'AAPL': 17},{'AAPL': 63.896026766843576}
2020-05-08,99067.46630522542,100273.33752104573,{'AAPL': 16},{'AAPL': 63.896026766843576}
2020-05-11,99219.41894289022,100291.15914674764,{'AAPL': 14},{'AAPL': 63.896026766843576}
2020-05-12,99369.62358969502,100277.75960654073,{'AAPL': 12},{'AAPL': 63.896026766843576}
2020-05-13,99518.0025798531,100265.64517323689,{'AAPL': 10},{'AAPL': 63.896026766843576}
2020-05-14,99667.29929150776,100269.08792676167,{'AAPL': 8},{'AAPL': 63.896026766843576}
2020-05-15,99815.70739680866,100264.38038570026,{'AAPL': 6},{'AAPL': 63.896026766843576}
2020-05-18,99891.17158179096,100273.875210331,{'AAPL': 5},{'AAPL': 63.896026766843576}
2020-05-19,99966.19391780475,100270.58765559772,{'AAPL': 4},{'AAPL': 63.896026766843576}
2020-05-20,100042.6947619286,100275.43002956775,{'AAPL': 3},{'AAPL': 63.896026766843576}
2020-05-21,100118.61776955036,100272.61778480915,{'AAPL': 2},{'AAPL': 63.896026766843576}
2020-05-22,100195.036062336,100272.53185091022,{'AAPL': 1},{'AAPL': 63.896026766843576}
2020-05-26,100270.92993957142,100270.92993957142,{},{}
2020-09-10,100048.67083082203,100269.70890150074,{'AAPL': 2},{'AAPL': 110.6295543746948}
2020-09-11,99829.31661686329,100265.58877262501,{'AAPL': 4},{'AAPL': 109.90333067703246}
2020-09-14,99603.4117761803,100277.45225774769,{'AAPL': 6},{'AAPL': 110.75302723185219}
2020-09-15,99377.15601424793,100277.27893905262,{'AAPL': 8},{'AAPL': 111.22174066543577}
2020-09-16,99157.54834273914,100249.49475387196,{'AAPL': 10},{'AAPL': 110.83815968322752}
2020-09-17,98941.43045513539,100230.84836285023,{'AAPL': 12},{'AAPL': 110.29162370300291}
2020-09-18,98732.13617203907,100188.73955033497,{'AAPL': 14},{'AAPL': 109.41384053802487}
2020-09-21,98409.21964455037,100231.59092903523,{'AAPL': 17},{'AAPL': 109.04178206006216}
2020-09-22,98081.24398583607,100258.90405053334,{'AAPL': 20},{'AAPL': 109.03429768676756}
2020-09-23,97766.98367366414,100166.24680385213,{'AAPL': 23},{'AAPL': 108.43244634379508}
2020-09-24,97554.99892813497,100189.67357260518,{'AAPL': 25},{'AAPL': 108.19724045745846}
2020-09-25,97335.09886552815,100287.29751207356,{'AAPL': 27},{'AAPL': 108.29003977938048}
2020-09-28,97109.97388718037,100356.53950760273,{'AAPL': 29},{'AAPL': 108.5502087031397}
2020-09-29,96997.75947423938,100330.85876317981,{'AAPL': 30},{'AAPL': 108.63901551106768}
2020-10-05,97110.09624984363,100400.1527989159,{'AAPL': 29},{'AAPL': 108.63901551106768}
2020-10-06,97219.18372977832,100304.71870292285,{'AAPL': 28},{'AAPL': 108.63901551106768}
2020-10-07,97330.13908331684,100355.9594492226,{'AAPL': 27},{'AAPL': 108.63901551106768}
2020-10-09,97442.93310385518,100404.5392439919,{'AAPL': 26},{'AAPL': 108.63901551106768}
2020-10-12,97562.95539303975,100591.54120846944,{'AAPL': 25},{'AAPL': 108.63901551106768}
2020-10-13,97797.5791373177,100509.96458195882,{'AAPL': 23},{'AAPL': 108.63901551106768}
2020-10-14,98032.37801451496,100510.7445916634,{'AAPL': 21},{'AAPL': 108.63901551106768}
2020-10-15,98266.2429815865,100499.69361940389,{'AAPL': 19},{'AAPL': 108.63901551106768}
2020-10-16,98496.81970576863,100467.1922338448,{'AAPL': 17},{'AAPL': 108.63901551106768}
2020-10-19,98608.65061719899,100415.7523017693,{'AAPL': 16},{'AAPL': 108.63901551106768}
2020-10-20,98721.9699831429,100438.47697929769,{'AAPL': 15},{'AAPL': 108.63901551106768}
2020-10-28,98612.57272322469,100345.19625838094,{'AAPL': 16},{'AAPL': 108.62390578651426}
2020-10-29,98499.1593128014,100408.27817113881,{'AAPL': 17},{'AAPL': 108.846817823971}
2020-10-30,98392.04305627827,100300.22748926167,{'AAPL': 18},{'AAPL': 108.69511997392439}
2020-11-02,98285.014533886,100297.54392994313,{'AAPL': 19},{'AAPL': 108.55477273278484}
2020-11-03,98068.7017036095,100327.22789532093,{'AAPL': 21},{'AAPL': 108.46921486663817}
