date,balance,total_value,positions,avg_prices
2020-02-28,99954.42280208206,99998.95546733474,{'TSLA': 1},{'TSLA': 44.57719791793823}
2020-03-02,99854.17431497574,100002.89832162857,{'TSLA': 3},{'TSLA': 47.94189500808715}
2020-03-03,99753.67357696914,100002.17691864395,{'TSLA': 5},{'TSLA': 48.665284606170644}
2020-03-04,99652.64030928421,100002.40697951126,{'TSLA': 7},{'TSLA': 49.05138438796996}
2020-03-05,99603.28934090804,99989.71066659164,{'TSLA': 8},{'TSLA': 48.96383238649367}
2020-03-06,99555.34377585983,99977.43177329635,{'TSLA': 9},{'TSLA': 48.73958046001857}
2020-03-09,99473.19604354477,99919.06270461655,{'TSLA': 11},{'TSLA': 47.25490513229369}
2020-03-10,99386.06600082779,99945.3519924965,{'TSLA': 13},{'TSLA': 46.61030762863159}
2020-03-11,99300.41743383408,99934.6474562645,{'TSLA': 15},{'TSLA': 46.03883774439494}
2020-03-12,99187.19532704163,99859.85530781555,{'TSLA': 18},{'TSLA': 44.60025960879855}
2020-03-13,99076.76200172806,99842.03001091385,{'TSLA': 21},{'TSLA': 43.43990467961628}
2020-03-16,98986.65898778915,99698.77098730087,{'TSLA': 24},{'TSLA': 41.722542175451906}
2020-03-17,98899.53294687271,99673.89295511246,{'TSLA': 27},{'TSLA': 40.27655752323291}
2020-03-18,98826.21670339203,99548.65669820404,{'TSLA': 30},{'TSLA': 38.65944322026569}
2020-03-19,98739.60317742347,99680.41115509986,{'TSLA': 33},{'TSLA': 37.739297653834015}
2020-03-20,98653.01166899489,99679.08369810866,{'TSLA': 36},{'TSLA': 36.97189808347489}
2020-03-23,98565.0668092842,99694.22083150099,{'TSLA': 39},{'TSLA': 36.35726130040486}
2020-03-24,98462.96580546569,99876.96585887145,{'TSLA': 42},{'TSLA': 36.167480822245274}
2020-03-25,98389.99390393829,99971.79393750762,{'TSLA': 44},{'TSLA': 36.15922945594787}
2020-03-26,98318.50214929199,99938.19281549072,{'TSLA': 46},{'TSLA': 36.119518493652336}
2020-03-27,98283.17719013596,99894.83860905076,{'TSLA': 47},{'TSLA': 36.081336380086036}
2020-03-30,98248.6683806343,99855.48442067337,{'TSLA': 48},{'TSLA': 36.02774207011857}
2020-04-09,98285.83018139648,100081.23021725463,{'TSLA': 47},{'TSLA': 36.02774207011857}
2020-04-13,98371.53672302245,100324.38675964354,{'TSLA': 45},{'TSLA': 36.02774207011857}
2020-04-14,98465.09407144928,100500.11208063507,{'TSLA': 43},{'TSLA': 36.02774207011857}
2020-04-15,98561.30742972564,100556.17614310455,{'TSLA': 41},{'TSLA': 36.02774207011857}
2020-04-16,98709.2003913536,100597.0657706871,{'TSLA': 38},{'TSLA': 36.02774207011857}
2020-04-17,98858.82761704254,100617.90432678985,{'TSLA': 35},{'TSLA': 36.02774207011857}
2020-04-20,99006.95034059143,100599.18495973205,{'TSLA': 32},{'TSLA': 36.02774207011857}
2020-04-21,99143.15699835969,100470.81568213654,{'TSLA': 29},{'TSLA': 36.02774207011857}
2020-04-22,99288.43258105469,100557.42328845215,{'TSLA': 26},{'TSLA': 36.02774207011857}
2020-04-23,99381.42249668884,100510.43049229431,{'TSLA': 24},{'TSLA': 36.02774207011857}
2020-04-24,99477.01247841644,100540.5658307724,{'TSLA': 22},{'TSLA': 36.02774207011857}
2020-04-27,99582.40597841644,100647.40597841644,{'TSLA': 20},{'TSLA': 36.02774207011857}
2020-04-28,99683.85276074981,100606.79674573516,{'TSLA': 18},{'TSLA': 36.02774207011857}
2020-04-29,99789.48069100188,100643.35801033782,{'TSLA': 16},{'TSLA': 36.02774207011857}
2020-04-30,99892.62710409545,100622.38175039671,{'TSLA': 14},{'TSLA': 36.02774207011857}
2020-05-01,99985.04292551421,100546.09891001128,{'TSLA': 12},{'TSLA': 36.02774207011857}
2020-05-04,100085.43343028257,100592.89341410826,{'TSLA': 10},{'TSLA': 36.02774207011857}
2020-05-05,100135.59621698377,100596.52222330091,{'TSLA': 9},{'TSLA': 36.02774207011857}
2020-05-06,100186.7160458679,100604.09205294798,{'TSLA': 8},{'TSLA': 36.02774207011857}
2020-05-08,100240.2894162216,100622.68540468595,{'TSLA': 7},{'TSLA': 36.02774207011857}
2020-05-11,100293.32132875822,100617.83731996916,{'TSLA': 6},{'TSLA': 36.02774207011857}
2020-05-12,100346.22803474806,100616.03136803053,{'TSLA': 5},{'TSLA': 36.02774207011857}
2020-05-13,100397.9059711952,100608.82863965223,{'TSLA': 4},{'TSLA': 36.02774207011857}
2020-05-14,100450.40774804685,100611.07374459837,{'TSLA': 3},{'TSLA': 36.02774207011857}
2020-05-15,100502.63246992491,100609.18846968077,{'TSLA': 2},{'TSLA': 36.02774207011857}
2020-05-18,100555.82022850416,100610.062229084,{'TSLA': 1},{'TSLA': 36.02774207011857}
2020-06-02,100613.53212586592,100613.53212586592,{},{}
2020-08-05,100513.43178938674,100612.43312453078,{'TSLA': 1},{'TSLA': 99.100336479187}
